days_until_expiry,selling_price,discount_pct,initial_quantity,is_promoted,spoilage_sensitivity,shelf_life_days,daily_demand,demand_variability,distribution_hours,storage_temp,temp_deviation,quality_grade,transaction_date,category,product_id,base_price,cost_price,units_sold
3,6.69,0.0,135,0,0.75,7,35,0.29,67.5,5.0,1.0,B,2024-12-29,Deli,DEL_HUM_434,6.69,2.83,134
0,2.3,0.72,118,0,0.95,2,90,0.35,46.2,1.1,1.1,C,2024-11-21,Seafood,SEA_TUN_825,8.23,3.87,118
6,8.13,0.0,198,1,0.9,8,24,0.44,10.3,-0.8,1.8,B,2024-11-13,Meat,MEA_LAM_546,8.13,3.79,143
0,9.53,0.66,354,0,0.95,2,276,0.22,15.1,0.8,0.8,A,2024-11-19,Seafood,SEA_TUN_310,28.04,15.59,354
23,1.59,0.23,208,0,0.7,24,11,0.23,24.7,3.5,0.5,C,2024-11-22,Dairy,DAI_COT_384,2.07,1.32,208
3,14.26,0.0,73,0,0.9,5,24,0.37,54.9,3.9,0.1,A,2024-11-06,Ready_to_Eat,REA_SAL_849,14.26,7.93,70
0,2.48,0.75,202,0,0.9,1,319,0.47,7.8,4.1,0.1,C,2024-11-20,Ready_to_Eat,REA_WRA_712,9.94,5.83,202
0,1.74,0.75,352,0,0.5,2,336,0.11,23.8,16.1,3.9,C,2024-12-30,Bakery,BAK_BAG_820,6.94,4.67,246
2,9.36,0.19,50,0,0.9,3,25,0.39,59.2,4.8,0.8,C,2024-11-06,Ready_to_Eat,REA_FRE_625,11.56,6.75,35
2,12.86,0.31,357,0,0.95,5,111,0.41,22.0,0.8,0.8,C,2024-12-31,Seafood,SEA_COD_521,18.64,9.33,357
7,5.61,0.0,159,0,0.4,8,17,0.21,26.1,2.8,2.2,A,2024-11-23,Beverages,BEV_MIL_211,5.61,2.8,90
11,6.54,0.0,441,0,0.4,12,66,0.33,13.6,3.5,1.5,A,2024-11-16,Beverages,BEV_FRE_646,6.54,4.18,441
0,7.49,0.57,323,1,0.9,1,486,0.15,70.5,7.2,3.2,A,2024-12-27,Ready_to_Eat,REA_SUS_997,17.41,8.3,323
1,3.66,0.26,322,0,0.5,4,157,0.36,20.0,20.4,0.4,B,2024-11-27,Bakery,BAK_DON_737,4.94,2.09,225
3,10.14,0.0,214,0,0.7,7,29,0.43,58.9,1.9,2.1,A,2024-11-26,Dairy,DAI_MIL_728,10.14,5.05,92
3,7.84,0.0,20,0,0.75,7,1,0.45,4.6,1.2,2.8,B,2024-11-05,Deli,DEL_SAL_845,7.84,5.27,3
8,5.6,0.0,222,0,0.7,13,27,0.35,38.3,2.2,1.8,B,2024-11-28,Dairy,DAI_MIL_660,5.6,2.84,205
4,6.2,0.0,379,1,0.5,4,192,0.33,58.8,22.1,2.1,B,2024-12-06,Bakery,BAK_DON_435,6.2,2.52,379
4,12.89,0.0,200,0,0.5,7,50,0.15,10.6,20.7,0.7,B,2024-11-14,Bakery,BAK_BRE_198,12.89,5.33,175
6,11.38,0.19,48,0,0.5,6,16,0.34,16.8,20.9,0.9,C,2024-11-16,Bakery,BAK_BAG_194,14.05,8.47,48
9,10.36,0.0,176,0,0.7,16,16,0.17,16.5,7.7,3.7,B,2024-11-05,Dairy,DAI_MIL_147,10.36,7.04,160
1,5.62,0.38,434,0,0.9,4,175,0.36,21.6,2.5,1.5,B,2024-12-26,Ready_to_Eat,REA_SOU_726,9.06,5.55,252
12,3.52,0.0,324,0,0.6,12,35,0.3,10.9,5.2,2.8,A,2024-11-12,Produce,PRO_BER_609,3.52,1.43,324
8,10.76,0.0,237,0,0.7,10,37,0.17,19.0,3.8,0.2,A,2024-11-14,Dairy,DAI_MIL_384,10.76,4.44,237
1,10.12,0.22,481,0,0.95,3,303,0.29,62.5,1.7,1.7,B,2024-11-23,Seafood,SEA_COD_241,12.98,7.38,481
0,7.03,0.72,373,0,0.95,2,232,0.18,26.6,-2.1,2.1,C,2024-11-12,Seafood,SEA_TUN_591,25.1,10.65,373
11,8.81,0.0,93,0,0.4,17,6,0.32,56.4,4.5,0.5,A,2024-11-22,Beverages,BEV_KOM_752,8.81,5.4,82
13,3.32,0.0,173,0,0.4,17,13,0.24,31.9,6.3,1.3,B,2024-12-09,Beverages,BEV_FRE_457,3.32,2.06,173
2,5.85,0.3,79,1,0.75,6,24,0.26,59.2,2.5,1.5,B,2024-12-09,Deli,DEL_PRE_607,8.36,5.21,79
5,33.65,0.24,338,0,0.95,5,95,0.15,18.5,3.9,3.9,C,2024-12-05,Seafood,SEA_SAL_944,44.27,19.05,338
0,6.68,0.5,256,1,0.9,4,81,0.3,5.8,0.8,0.2,A,2024-12-25,Meat,MEA_SAU_432,13.37,6.35,126
0,7.58,0.64,132,0,0.9,3,67,0.15,12.0,1.0,0.0,B,2024-12-03,Meat,MEA_TUR_277,21.05,11.53,132
6,17.19,0.0,250,0,0.75,12,33,0.37,10.9,2.6,1.4,A,2024-12-04,Deli,DEL_HUM_248,17.19,10.44,173
8,12.02,0.17,102,0,0.75,14,20,0.2,41.6,2.1,1.9,C,2024-11-30,Deli,DEL_HAM_343,14.48,10.0,102
1,8.98,0.33,344,0,0.9,4,97,0.18,13.5,3.9,0.1,B,2024-11-06,Ready_to_Eat,REA_FRE_316,13.41,7.58,129
3,14.0,0.0,405,1,0.95,6,109,0.23,17.5,3.0,3.0,B,2024-12-06,Seafood,SEA_LOB_185,14.0,9.59,379
11,5.3,0.0,291,1,0.4,16,14,0.42,57.6,5.0,0.0,B,2024-12-20,Beverages,BEV_MIL_513,5.3,2.36,195
4,2.97,0.19,372,0,0.4,10,49,0.35,19.2,2.9,2.1,A,2024-12-23,Beverages,BEV_SMO_857,3.67,1.71,345
10,3.04,0.0,131,0,0.7,17,5,0.28,32.6,5.6,1.6,A,2024-11-04,Dairy,DAI_YOG_101,3.04,1.7,52
14,0.92,0.23,475,0,0.6,19,33,0.33,43.7,8.6,0.6,C,2024-12-06,Produce,PRO_LET_297,1.19,0.48,475
4,6.72,0.0,155,0,0.9,5,42,0.27,44.3,4.3,0.3,B,2024-11-11,Ready_to_Eat,REA_SOU_451,6.72,4.18,146
0,3.95,0.43,95,0,0.9,2,71,0.16,71.1,8.0,4.0,A,2024-12-19,Ready_to_Eat,REA_SAL_664,6.93,3.53,95
6,12.49,0.0,117,0,0.75,9,38,0.14,52.8,6.1,2.1,A,2024-11-09,Deli,DEL_HAM_282,12.49,5.77,117
0,13.69,0.42,465,0,0.95,2,330,0.36,22.7,-2.3,2.3,A,2024-12-20,Seafood,SEA_SHR_707,23.61,10.3,465
4,15.09,0.0,28,0,0.9,5,7,0.37,40.2,-0.3,4.3,B,2024-12-13,Ready_to_Eat,REA_SAL_352,15.09,7.69,23
12,9.78,0.18,471,0,0.75,14,46,0.43,62.4,2.5,1.5,C,2024-12-06,Deli,DEL_SAL_967,11.93,6.02,471
24,8.27,0.0,325,0,0.4,29,16,0.4,37.1,5.0,0.0,A,2024-11-13,Beverages,BEV_SMO_875,8.27,4.61,325
22,7.13,0.0,411,0,0.4,24,16,0.29,63.1,4.7,0.3,A,2024-12-18,Beverages,BEV_SMO_526,7.13,3.34,397
13,2.25,0.0,361,0,0.4,18,17,0.43,20.8,10.0,5.0,B,2024-12-05,Beverages,BEV_MIL_257,2.25,1.4,172
0,4.31,0.61,105,0,0.5,2,100,0.25,68.3,20.0,0.0,A,2024-12-19,Bakery,BAK_BAG_875,11.06,5.29,105
5,11.9,0.0,142,0,0.5,7,50,0.16,22.4,20.9,0.9,B,2024-11-22,Bakery,BAK_BAG_621,11.9,7.47,142
4,7.86,0.0,10,0,0.6,9,2,0.16,67.5,6.8,1.2,A,2024-11-24,Produce,PRO_BER_166,7.86,3.93,8
2,4.39,0.0,401,0,0.6,4,114,0.33,48.4,6.0,2.0,B,2024-11-14,Produce,PRO_BER_547,4.39,2.22,236
2,5.24,0.14,104,0,0.9,6,27,0.24,55.3,-2.9,3.9,B,2024-11-13,Meat,MEA_BEE_251,6.09,4.05,85
22,9.02,0.0,115,0,0.4,24,6,0.1,11.4,4.5,0.5,A,2024-12-01,Beverages,BEV_MIL_177,9.02,3.84,104
14,4.03,0.0,99,1,0.6,15,5,0.28,50.3,8.9,0.9,A,2024-11-25,Produce,PRO_LET_507,4.03,2.18,62
16,8.38,0.0,377,0,0.7,22,41,0.22,71.4,5.6,1.6,A,2024-11-30,Dairy,DAI_COT_915,8.38,4.53,377
3,14.78,0.0,242,0,0.9,5,85,0.38,29.6,0.1,3.9,B,2024-12-03,Ready_to_Eat,REA_SAL_764,14.78,9.89,242
3,13.38,0.0,61,1,0.95,5,18,0.27,37.0,-0.8,0.8,A,2024-12-23,Seafood,SEA_COD_128,13.38,8.78,49
3,21.04,0.0,288,0,0.9,6,93,0.38,12.4,0.2,0.8,B,2024-12-08,Meat,MEA_LAM_207,21.04,13.58,196
3,4.82,0.0,445,0,0.75,6,93,0.2,31.8,3.3,0.7,B,2024-12-24,Deli,DEL_SAL_476,4.82,2.3,345
7,9.48,0.0,363,0,0.75,8,57,0.36,36.4,2.1,1.9,A,2024-11-14,Deli,DEL_HUM_823,9.48,6.27,360
6,17.18,0.0,409,0,0.9,6,108,0.42,61.5,1.8,0.8,B,2024-11-09,Meat,MEA_CHI_191,17.18,8.92,409
2,7.1,0.24,246,1,0.9,3,95,0.47,29.7,3.9,0.1,C,2024-11-05,Ready_to_Eat,REA_SUS_587,9.34,6.43,246
15,4.26,0.24,236,0,0.6,19,18,0.17,42.5,5.3,2.7,C,2024-12-23,Produce,PRO_GRA_563,5.61,3.24,236
9,7.27,0.0,81,0,0.7,13,18,0.11,31.5,4.5,0.5,A,2024-11-23,Dairy,DAI_COT_111,7.27,4.16,56
0,2.58,0.43,251,1,0.5,2,261,0.23,43.7,19.2,0.8,B,2024-12-24,Bakery,BAK_PAS_220,4.52,2.92,251
6,6.46,0.0,296,0,0.7,7,48,0.18,46.7,4.1,0.1,B,2024-12-16,Dairy,DAI_BUT_858,6.46,3.91,207
22,2.22,0.0,457,0,0.4,28,14,0.13,63.9,4.8,0.2,B,2024-12-25,Beverages,BEV_COL_610,2.22,1.48,319
5,11.13,0.0,120,0,0.5,7,35,0.45,50.9,20.8,0.8,B,2024-12-27,Bakery,BAK_PAS_782,11.13,5.37,120
7,13.45,0.0,425,0,0.75,11,58,0.39,54.8,6.0,2.0,B,2024-12-27,Deli,DEL_SAL_677,13.45,9.29,297
3,13.05,0.29,264,0,0.9,8,37,0.48,20.3,2.8,1.8,B,2024-12-10,Meat,MEA_POR_297,18.38,10.4,186
2,2.77,0.26,257,0,0.5,5,126,0.34,22.6,19.5,0.5,B,2024-11-17,Bakery,BAK_BRE_187,3.74,1.76,257
0,7.78,0.51,46,0,0.75,3,14,0.23,43.6,5.0,1.0,B,2024-12-11,Deli,DEL_DIP_268,15.87,9.85,28
0,13.78,0.67,324,0,0.95,2,241,0.45,55.4,1.5,1.5,B,2024-12-02,Seafood,SEA_LOB_490,41.77,19.01,324
11,8.08,0.0,80,0,0.4,17,7,0.17,52.3,8.0,3.0,B,2024-11-13,Beverages,BEV_KOM_475,8.08,4.7,56
12,2.72,0.0,194,0,0.4,12,26,0.23,15.5,8.2,3.2,B,2024-12-15,Beverages,BEV_MIL_868,2.72,1.6,135
2,20.5,0.22,367,0,0.95,7,92,0.44,37.4,2.1,2.1,B,2024-12-22,Seafood,SEA_SAL_613,26.28,14.4,190
4,2.65,0.0,313,0,0.7,6,90,0.39,52.2,6.8,2.8,B,2024-11-09,Dairy,DAI_YOG_642,2.65,1.39,313
0,6.42,0.53,135,1,0.5,3,79,0.18,67.7,19.3,0.7,A,2024-12-05,Bakery,BAK_MUF_275,13.67,5.51,135
0,9.27,0.63,260,0,0.95,2,232,0.32,39.7,-0.3,0.3,B,2024-11-02,Seafood,SEA_SHR_979,25.06,16.57,260
16,5.83,0.0,37,0,0.6,17,5,0.2,27.4,7.0,1.0,B,2024-12-21,Produce,PRO_GRA_405,5.83,4.03,37
19,10.1,0.0,243,0,0.7,19,18,0.35,18.7,1.7,2.3,B,2024-12-03,Dairy,DAI_COT_968,10.1,6.06,243
2,5.79,0.0,245,0,0.9,4,101,0.45,62.7,1.5,0.5,A,2024-12-11,Meat,MEA_GRO_804,5.79,3.66,228
4,9.76,0.0,420,0,0.95,5,127,0.24,50.8,4.6,4.6,A,2024-12-26,Seafood,SEA_TUN_237,9.76,4.42,420
17,11.31,0.0,264,1,0.7,23,25,0.2,71.5,6.1,2.1,B,2024-11-26,Dairy,DAI_CHE_614,11.31,6.6,264
9,14.47,0.0,248,0,0.75,12,34,0.44,18.5,2.6,1.4,B,2024-11-23,Deli,DEL_PRE_345,14.47,6.41,248
5,6.27,0.0,259,0,0.6,5,88,0.32,43.7,5.1,2.9,B,2024-11-02,Produce,PRO_APP_783,6.27,4.33,259
6,12.11,0.0,69,0,0.5,7,18,0.23,12.0,19.4,0.6,B,2024-11-14,Bakery,BAK_PAS_942,12.11,6.03,69
5,8.0,0.0,272,0,0.5,7,81,0.38,56.7,18.7,1.3,B,2024-12-30,Bakery,BAK_CAK_672,8.0,4.51,272
1,16.75,0.37,224,0,0.95,3,114,0.44,58.9,1.6,1.6,C,2024-11-26,Seafood,SEA_CRA_899,26.58,13.34,193
3,7.36,0.0,464,0,0.9,4,161,0.35,47.8,0.2,0.8,B,2024-12-12,Meat,MEA_POR_751,7.36,3.23,452
5,8.84,0.0,112,0,0.75,6,35,0.39,19.7,3.3,0.7,B,2024-12-12,Deli,DEL_DIP_113,8.84,4.82,112
2,13.5,0.0,240,0,0.9,4,70,0.16,13.3,3.5,0.5,B,2024-12-05,Ready_to_Eat,REA_SUS_804,13.5,6.92,110
10,2.29,0.0,390,0,0.4,14,37,0.12,29.7,4.9,0.1,B,2024-11-30,Beverages,BEV_FRE_671,2.29,1.57,390
13,1.74,0.0,455,0,0.6,13,38,0.13,69.8,5.4,2.6,A,2024-12-09,Produce,PRO_GRA_648,1.74,1.09,455
11,11.86,0.0,179,0,0.75,11,29,0.43,63.3,2.6,1.4,B,2024-12-29,Deli,DEL_DIP_423,11.86,7.3,179
7,4.75,0.0,137,0,0.7,11,33,0.47,13.2,4.8,0.8,B,2024-11-10,Dairy,DAI_CRE_483,4.75,3.05,137
1,2.31,0.38,423,0,0.6,4,129,0.4,32.4,6.2,1.8,B,2024-12-30,Produce,PRO_LET_893,3.72,2.07,213
3,5.35,0.0,273,0,0.5,7,104,0.33,41.1,23.5,3.5,A,2024-11-23,Bakery,BAK_CAK_619,5.35,2.47,229
5,1.81,0.0,249,1,0.6,9,46,0.4,37.8,7.7,0.3,A,2024-11-06,Produce,PRO_APP_123,1.81,0.81,232
2,7.14,0.28,22,1,0.75,5,7,0.46,31.0,5.0,1.0,B,2024-12-12,Deli,DEL_HAM_481,9.92,6.16,15
5,14.05,0.0,324,0,0.5,7,89,0.12,67.9,16.1,3.9,A,2024-12-16,Bakery,BAK_BAG_991,14.05,6.09,324
2,5.94,0.0,304,0,0.6,3,184,0.47,49.7,6.4,1.6,A,2024-12-28,Produce,PRO_AVO_887,5.94,2.89,304
18,4.51,0.0,384,0,0.7,25,19,0.42,16.5,7.8,3.8,B,2024-11-22,Dairy,DAI_MIL_996,4.51,2.55,268
3,21.53,0.0,431,0,0.95,7,76,0.18,62.8,-1.3,1.3,B,2024-11-26,Seafood,SEA_SAL_229,21.53,12.07,273
15,10.67,0.0,446,0,0.7,24,23,0.46,14.9,6.5,2.5,B,2024-11-12,Dairy,DAI_MIL_437,10.67,5.53,284
2,3.34,0.0,480,0,0.5,4,241,0.38,6.5,17.5,2.5,A,2024-11-07,Bakery,BAK_BAG_509,3.34,1.73,336
8,8.61,0.0,75,0,0.9,10,13,0.44,10.2,0.7,0.3,B,2024-12-01,Meat,MEA_LAM_849,8.61,4.71,75
3,8.0,0.0,241,1,0.9,5,93,0.13,33.1,4.9,0.9,B,2024-12-07,Ready_to_Eat,REA_SUS_113,8.0,3.57,241
7,16.89,0.21,79,0,0.9,10,12,0.34,54.7,1.0,0.0,C,2024-11-04,Meat,MEA_TUR_452,21.38,11.87,79
21,9.19,0.0,424,0,0.4,30,18,0.27,53.5,4.0,1.0,B,2024-11-16,Beverages,BEV_COL_291,9.19,3.84,397
3,8.3,0.26,65,1,0.9,9,11,0.19,59.6,2.5,1.5,A,2024-12-13,Meat,MEA_TUR_135,11.22,7.75,47
10,13.08,0.0,141,0,0.75,14,15,0.46,55.6,0.4,3.6,B,2024-12-17,Deli,DEL_HAM_462,13.08,7.84,141
3,24.51,0.25,334,0,0.95,6,75,0.32,61.2,-0.8,0.8,C,2024-11-18,Seafood,SEA_SAL_442,32.68,15.9,334
7,6.98,0.0,349,0,0.7,10,62,0.25,10.8,8.2,4.2,B,2024-11-30,Dairy,DAI_COT_448,6.98,3.06,329
3,5.74,0.24,292,0,0.9,5,87,0.49,38.6,1.9,2.1,C,2024-12-05,Ready_to_Eat,REA_SAL_267,7.55,4.35,292
0,5.22,0.47,275,0,0.9,1,411,0.27,43.7,1.4,2.6,B,2024-12-13,Ready_to_Eat,REA_SAN_684,9.85,5.99,192
9,7.21,0.0,383,1,0.7,13,40,0.49,24.2,2.1,1.9,A,2024-11-25,Dairy,DAI_SOU_140,7.21,4.54,383
7,21.55,0.0,100,0,0.9,10,15,0.37,65.3,-0.6,1.6,B,2024-11-18,Meat,MEA_TUR_131,21.55,10.93,70
11,1.97,0.19,301,1,0.6,18,19,0.43,6.8,13.7,5.7,C,2024-12-20,Produce,PRO_AVO_442,2.43,1.17,301
4,22.92,0.0,285,0,0.9,5,80,0.44,28.6,1.1,0.1,B,2024-12-06,Meat,MEA_GRO_984,22.92,10.24,285
4,11.66,0.0,282,0,0.5,4,201,0.29,48.6,19.6,0.4,A,2024-12-21,Bakery,BAK_PAS_627,11.66,5.26,282
14,2.89,0.0,477,0,0.6,19,44,0.33,4.4,6.4,1.6,B,2024-11-02,Produce,PRO_GRA_275,2.89,1.79,477
4,15.22,0.0,210,0,0.9,5,76,0.11,4.3,7.8,3.8,B,2024-12-10,Ready_to_Eat,REA_SOU_973,15.22,7.83,147
5,10.85,0.0,352,0,0.9,7,98,0.38,28.2,-1.7,2.7,B,2024-11-02,Meat,MEA_TUR_663,10.85,5.96,352
3,5.9,0.0,461,0,0.9,4,159,0.45,54.8,4.6,0.6,B,2024-11-26,Ready_to_Eat,REA_SAL_551,5.9,3.8,440
3,6.34,0.0,40,0,0.5,6,15,0.14,24.1,24.2,4.2,A,2024-12-03,Bakery,BAK_BAG_290,6.34,4.42,40
0,7.01,0.67,185,0,0.9,4,85,0.21,44.1,1.3,0.3,B,2024-11-30,Meat,MEA_POR_776,21.23,11.81,129
12,7.86,0.0,51,0,0.6,14,3,0.23,40.8,8.2,0.2,A,2024-12-11,Produce,PRO_APP_400,7.86,4.8,29
6,7.44,0.0,459,0,0.75,12,57,0.25,40.6,2.2,1.8,B,2024-11-26,Deli,DEL_DIP_298,7.44,3.15,321
4,4.8,0.21,263,1,0.9,5,83,0.22,21.6,3.5,0.5,C,2024-11-23,Ready_to_Eat,REA_SUS_868,6.07,4.07,263
17,1.9,0.0,208,0,0.6,20,10,0.23,50.5,8.3,0.3,B,2024-12-25,Produce,PRO_APP_377,1.9,0.85,149
0,4.8,0.52,162,1,0.75,3,87,0.3,9.2,2.5,1.5,B,2024-11-28,Deli,DEL_HUM_724,10.0,6.01,113
0,7.75,0.48,240,0,0.5,2,235,0.49,35.6,19.0,1.0,B,2024-12-27,Bakery,BAK_PAS_245,14.9,8.6,240
4,24.34,0.0,494,0,0.9,9,93,0.3,38.4,-1.8,2.8,A,2024-11-21,Meat,MEA_GRO_789,24.34,14.62,318
9,15.43,0.0,464,0,0.75,12,83,0.2,29.7,0.4,3.6,A,2024-12-08,Deli,DEL_SAL_242,15.43,8.73,464
14,5.82,0.0,312,0,0.6,21,21,0.19,36.6,8.5,0.5,A,2024-12-27,Produce,PRO_BER_190,5.82,2.86,312
2,7.35,0.0,223,0,0.9,4,113,0.48,49.0,4.8,0.8,A,2024-12-22,Ready_to_Eat,REA_SAN_817,7.35,4.81,156
3,3.52,0.11,383,0,0.6,9,53,0.21,15.4,9.6,1.6,B,2024-11-18,Produce,PRO_GRA_506,3.96,2.57,164
5,19.61,0.0,155,0,0.9,6,33,0.21,32.1,2.5,1.5,B,2024-11-12,Meat,MEA_GRO_333,19.61,12.59,155
2,35.98,0.0,361,0,0.95,3,187,0.27,36.5,-2.1,2.1,A,2024-12-05,Seafood,SEA_COD_681,35.98,23.34,252
5,10.26,0.17,315,0,0.5,5,174,0.45,17.6,22.1,2.1,C,2024-12-29,Bakery,BAK_CAK_702,12.36,7.32,315
10,6.71,0.0,369,0,0.4,13,42,0.45,52.6,3.0,2.0,A,2024-12-14,Beverages,BEV_KOM_642,6.71,4.29,369
14,9.15,0.0,343,0,0.75,14,46,0.16,28.6,3.8,0.2,B,2024-11-07,Deli,DEL_TUR_643,9.15,5.37,343
0,5.55,0.65,171,0,0.9,4,97,0.1,18.9,3.3,0.7,C,2024-11-30,Ready_to_Eat,REA_SAL_361,15.86,8.62,171
1,11.9,0.21,74,0,0.9,2,62,0.42,45.9,1.2,2.8,C,2024-12-04,Ready_to_Eat,REA_FRE_452,15.06,6.44,74
8,4.31,0.0,432,0,0.6,11,45,0.27,58.0,9.6,1.6,B,2024-12-20,Produce,PRO_TOM_424,4.31,2.66,280
6,5.87,0.24,208,0,0.9,6,43,0.34,32.8,-0.5,1.5,C,2024-12-09,Meat,MEA_TUR_477,7.73,3.49,208
20,3.25,0.0,312,0,0.7,29,15,0.32,29.1,4.8,0.8,A,2024-12-21,Dairy,DAI_YOG_646,3.25,2.24,312
1,15.7,0.13,48,0,0.95,3,16,0.12,39.6,1.3,1.3,A,2024-12-27,Seafood,SEA_TUN_731,18.05,9.36,23
6,14.35,0.0,279,1,0.75,8,49,0.47,37.4,5.0,1.0,B,2024-12-31,Deli,DEL_DIP_349,14.35,9.44,195
14,4.65,0.0,468,0,0.7,17,49,0.48,59.5,4.0,0.0,B,2024-12-29,Dairy,DAI_SOU_107,4.65,2.9,468
12,5.07,0.0,40,0,0.7,13,3,0.24,21.7,2.9,1.1,A,2024-11-16,Dairy,DAI_MIL_604,5.07,3.39,32
4,7.02,0.0,112,0,0.5,6,39,0.26,44.9,22.5,2.5,B,2024-11-20,Bakery,BAK_BAG_793,7.02,3.67,110
6,16.06,0.0,147,0,0.75,9,33,0.23,17.6,2.8,1.2,B,2024-12-02,Deli,DEL_HUM_497,16.06,10.48,147
1,12.6,0.37,352,0,0.9,4,110,0.42,63.8,1.8,0.8,A,2024-11-14,Meat,MEA_TUR_383,20.0,10.15,234
4,17.11,0.0,49,0,0.75,7,7,0.33,4.1,5.4,1.4,B,2024-11-15,Deli,DEL_PRE_585,17.11,7.17,33
24,3.64,0.0,95,1,0.4,25,4,0.49,8.0,5.2,0.2,B,2024-11-13,Beverages,BEV_COL_116,3.64,2.43,95
2,6.41,0.21,436,0,0.9,5,120,0.36,44.0,0.1,0.9,C,2024-11-08,Meat,MEA_LAM_156,8.12,5.25,284
1,7.46,0.46,369,0,0.95,6,103,0.38,37.7,-2.1,2.1,C,2024-11-10,Seafood,SEA_SAL_913,13.81,7.43,185
0,20.26,0.54,36,0,0.95,3,17,0.25,53.4,-4.1,4.1,B,2024-11-26,Seafood,SEA_COD_537,44.04,19.99,26
20,7.75,0.0,499,0,0.4,23,28,0.18,24.3,6.7,1.7,A,2024-12-03,Beverages,BEV_COL_476,7.75,3.79,486
3,16.29,0.0,33,0,0.95,7,7,0.35,5.5,-1.6,1.6,B,2024-11-17,Seafood,SEA_COD_955,16.29,7.85,20
5,14.51,0.0,234,0,0.9,5,73,0.16,54.1,3.2,0.8,A,2024-11-18,Ready_to_Eat,REA_SAN_837,14.51,8.75,234
24,7.64,0.0,92,0,0.7,29,7,0.24,68.5,5.0,1.0,A,2024-11-24,Dairy,DAI_COT_176,7.64,4.33,92
7,14.85,0.0,448,0,0.9,10,102,0.31,64.4,4.6,3.6,A,2024-11-10,Meat,MEA_GRO_742,14.85,8.35,448
4,10.35,0.0,489,0,0.7,6,139,0.43,62.4,4.2,0.2,B,2024-11-17,Dairy,DAI_SOU_409,10.35,6.97,489
3,27.06,0.0,103,0,0.95,4,40,0.25,22.6,-1.3,1.3,B,2024-11-08,Seafood,SEA_LOB_401,27.06,13.9,103
0,5.02,0.58,455,0,0.5,3,336,0.17,52.3,20.0,0.0,B,2024-12-05,Bakery,BAK_BRE_693,11.95,5.97,455
2,22.79,0.18,385,0,0.95,5,101,0.19,69.0,2.2,2.2,B,2024-12-31,Seafood,SEA_SAL_640,27.79,18.46,266
4,7.53,0.0,79,0,0.9,4,27,0.14,30.4,3.7,2.7,B,2024-12-18,Meat,MEA_BEE_758,7.53,3.52,79
3,24.23,0.0,304,0,0.95,4,127,0.12,16.5,-2.9,2.9,B,2024-11-30,Seafood,SEA_LOB_592,24.23,15.81,304
1,1.7,0.35,352,1,0.6,4,164,0.41,36.4,8.8,0.8,A,2024-12-01,Produce,PRO_BAN_556,2.62,1.64,246
1,15.74,0.35,217,0,0.9,4,84,0.29,25.0,2.8,1.8,B,2024-12-03,Meat,MEA_SAU_581,24.21,13.31,106
2,40.44,0.0,374,0,0.95,3,181,0.27,62.2,-1.2,1.2,B,2024-12-09,Seafood,SEA_LOB_959,40.44,19.73,374
5,12.49,0.24,43,0,0.75,12,1,0.18,54.6,2.1,1.9,C,2024-12-29,Deli,DEL_HAM_978,16.43,7.94,6
0,2.06,0.68,224,0,0.6,3,98,0.14,18.2,5.3,2.7,B,2024-12-04,Produce,PRO_BAN_409,6.43,3.75,196
4,9.74,0.0,366,0,0.9,7,61,0.15,18.7,3.3,2.3,A,2024-12-27,Meat,MEA_LAM_353,9.74,4.44,299
14,6.86,0.23,490,0,0.4,22,21,0.31,27.5,5.4,0.4,C,2024-12-03,Beverages,BEV_COL_594,8.91,4.76,318
6,4.55,0.0,10,0,0.6,9,1,0.24,48.2,4.3,3.7,B,2024-11-04,Produce,PRO_AVO_802,4.55,2.17,5
2,16.49,0.0,223,1,0.9,4,140,0.4,35.5,3.1,0.9,B,2024-12-22,Ready_to_Eat,REA_SUS_518,16.49,10.88,223
7,5.64,0.0,480,1,0.5,7,148,0.33,57.4,18.8,1.2,B,2024-11-15,Bakery,BAK_BAG_800,5.64,2.97,480
15,5.22,0.18,19,0,0.4,24,0,0.29,21.5,3.7,1.3,C,2024-11-04,Beverages,BEV_COL_498,6.37,3.5,0
14,1.75,0.0,200,0,0.6,21,10,0.2,4.4,5.4,2.6,A,2024-12-17,Produce,PRO_GRA_763,1.75,0.85,129
6,10.21,0.0,291,0,0.5,6,111,0.34,11.6,21.4,1.4,B,2024-11-29,Bakery,BAK_DON_198,10.21,5.3,291
0,10.57,0.51,407,0,0.9,3,270,0.32,60.1,0.3,0.7,A,2024-11-09,Meat,MEA_CHI_149,21.58,12.63,407
3,6.02,0.0,37,0,0.9,6,3,0.46,18.4,-2.9,3.9,A,2024-11-25,Meat,MEA_TUR_755,6.02,4.03,9
8,16.87,0.0,80,0,0.75,11,12,0.28,14.1,2.4,1.6,B,2024-12-19,Deli,DEL_HUM_231,16.87,8.13,56
1,9.73,0.25,390,0,0.75,3,247,0.22,37.2,7.0,3.0,A,2024-12-14,Deli,DEL_PRE_890,12.97,6.11,390
6,4.7,0.0,42,0,0.5,7,15,0.23,33.3,20.5,0.5,B,2024-12-20,Bakery,BAK_BRE_777,4.7,2.32,42
10,1.58,0.0,23,0,0.6,13,3,0.25,32.0,6.7,1.3,B,2024-12-05,Produce,PRO_BER_423,1.58,0.7,23
